"ID","Comune","ID Provincia","ID Regione","Codice Catastale","Coordinate Nord","Coordinate Est","Coordinate Dec Nord","Coordinate Dec Est"
"305","Montescaglioso","27","3","F637","40,33,28","16,39,54","40.55777777777777","16.665"
"306","Nova Siri","27","3","A942","40,9,2","16,32,34","40.150555555555556","16.54277777777778"
"307","Oliveto Lucano","27","3","G037","40,32,8","16,11,12","40.535555555555554","16.186666666666667"
"308","Pisticci","27","3","G712","40,23,27","16,33,27","40.39083333333333","16.5575"
"309","Policoro","27","3","G786","40,12,47","16,40,39","40.213055555555556","16.677500000000002"
"310","Pomarico","27","3","G806","40,31,0","16,32,56","40.516666666666666","16.54888888888889"
"311","Rotondella","27","3","H591","40,10,24","16,31,34","40.17333333333333","16.52611111111111"
"312","Salandra","27","3","H687","40,31,44","16,19,0","40.528888888888886","16.316666666666666"
"313","San Giorgio Lucano","27","3","H888","40,6,58","16,23,30","40.11611111111111","16.391666666666666"
"314","San Mauro Forte","27","3","I029","40,29,13","16,15,10","40.48694444444445","16.252777777777776"
"315","Scanzano Jonico","27","3","M256","40,14,59","16,41,59","40.249722222222225","16.699722222222224"
"316","Stigliano","27","3","I954","40,24,18","16,13,44","40.405","16.228888888888886"
"317","Tricarico","27","3","L418","40,37,28","16,8,36","40.62444444444444","16.143333333333334"
"318","Tursi","27","3","C974","40,14,59","16,28,18","40.249722222222225","16.471666666666664"
"319","Valsinni","27","3","D513","40,10,11","16,26,36","40.16972222222222","16.443333333333335"
"320","Abriola","28","3","A013","40,30,32","15,48,57","40.50888888888889","15.815833333333334"
"321","Acerenza","28","3","A020","40,47,51","15,56,27","40.7975","15.940833333333334"
"322","Albano Di Lucania","28","3","A131","40,35,12","16,2,12","40.586666666666666","16.03666666666667"
"323","Anzi","28","3","A321","40,31,5","15,55,35","40.518055555555556","15.926388888888889"
"324","Armento","28","3","A415","40,18,26","16,3,57","40.30722222222222","16.065833333333334"
"325","Atella","28","3","A482","40,52,42","15,39,15","40.87833333333333","15.654166666666667"
"326","Avigliano","28","3","A519","40,43,54","15,43,11","40.73166666666667","15.719722222222222"
"327","Balvano","28","3","A604","40,39,6","15,30,45","40.651666666666664","15.5125"
"328","Banzi","28","3","A612","40,51,49","16,0,50","40.86361111111111","16.01388888888889"
"329","Baragiano","28","3","A615","40,40,57","15,35,29","40.6825","15.59138888888889"
"330","Barile","28","3","A666","40,56,47","15,40,20","40.94638888888888","15.672222222222222"
"331","Bella","28","3","A743","40,45,26","15,32,11","40.757222222222225","15.536388888888888"
"332","Brienza","28","3","B173","40,28,42","15,37,44","40.47833333333333","15.62888888888889"
"333","Brindisi Di Montagna","28","3","B181",,,"NaN","NaN"
"334","Calvello","28","3","B440","40,28,37","15,51,1","40.47694444444445","15.850277777777777"
"335","Calvera","28","3","B443","40,9,2","16,8,45","40.150555555555556","16.145833333333332"
"336","Campomaggiore","28","3","B549","40,34,5","16,4,24","40.56805555555556","16.073333333333334"
"337","Cancellara","28","3","B580","40,44,1","15,55,24","40.73361111111111","15.923333333333332"
"338","Carbone","28","3","B743","40,8,27","16,5,22","40.14083333333333","16.089444444444442"
"339","Castelgrande","28","3","C120","40,47,14","15,25,55","40.78722222222222","15.431944444444444"
"340","Castelluccio Inferiore","28","3","C199","40,0,16","15,58,57","40.004444444444445","15.9825"
"341","Castelluccio Superiore","28","3","C201","40,0,41","15,58,37","40.01138888888889","15.976944444444445"
"342","Castelmezzano","28","3","C209","40,31,57","16,2,49","40.5325","16.046944444444446"
"343","Castelsaraceno","28","3","C271","40,9,49","15,59,31","40.16361111111111","15.991944444444444"
"344","Cersosimo","28","3","C539","40,2,50","16,21,2","40.04722222222222","16.350555555555555"
"345","Chiaromonte","28","3","C619","40,7,29","16,12,51","40.124722222222225","16.214166666666667"
"346","Corleto Perticara","28","3","D010","40,23,6","16,2,26","40.385","16.040555555555557"
"347","Episcopia","28","3","D414","40,4,27","16,6,2","40.07416666666667","16.100555555555555"
"348","Fardella","28","3","D497","40,6,53","16,10,9","40.11472222222223","16.16916666666667"
"349","Filiano","28","3","D593","40,48,39","15,42,25","40.81083333333333","15.706944444444444"
"350","Forenza","28","3","D696","40,51,38","15,51,18","40.86055555555556","15.855"
"351","Francavilla In Sinni","28","3","D766","40,4,56","16,12,22","40.08222222222223","16.20611111111111"
"352","Gallicchio","28","3","D876","40,17,20","16,8,27","40.288888888888884","16.140833333333333"
"353","Genzano Di Lucania","28","3","D971","40,51,1","16,1,59","40.85027777777778","16.033055555555556"
"354","Ginestra","28","3","E033","40,55,52","15,44,5","40.93111111111111","15.73472222222222"
"355","Grumento Nova","28","3","E221","40,17,15","15,53,32","40.2875","15.892222222222221"
"356","Guardia Perticara","28","3","E246","40,21,40","16,5,59","40.361111111111114","16.099722222222223"
"357","Lagonegro","28","3","E409","40,7,24","15,46,6","40.123333333333335","15.768333333333334"
"358","Latronico","28","3","E474","40,5,20","16,0,45","40.08888888888889","16.0125"
"359","Laurenzana","28","3","E482","40,27,41","15,58,21","40.46138888888889","15.9725"
"360","Lauria","28","3","E483","40,2,55","15,50,22","40.04861111111111","15.839444444444444"
"361","Lavello","28","3","E493","41,2,49","15,47,40","41.04694444444444","15.794444444444444"
"362","Maratea","28","3","E919","39,59,35","15,43,25","39.99305555555556","15.723611111111111"
"363","Marsico Nuovo","28","3","E976","40,25,17","15,44,5","40.421388888888885","15.73472222222222"
"364","Marsicovetere","28","3","E977","40,22,39","15,49,30","40.3775","15.825"
"365","Maschito","28","3","F006","40,54,31","15,49,52","40.90861111111111","15.831111111111111"
"366","Melfi","28","3","F104","40,59,51","15,39,32","40.9975","15.658888888888889"
"367","Missanello","28","3","F249","40,16,59","16,9,59","40.283055555555556","16.16638888888889"
"368","Moliterno","28","3","F295","40,14,31","15,52,9","40.24194444444444","15.869166666666667"
"369","Montemilone","28","3","F568","41,2,1","15,58,21","41.03361111111111","15.9725"
"370","Montemurro","28","3","F573","40,17,51","15,59,30","40.2975","15.991666666666665"
"371","Muro Lucano","28","3","F817","40,45,13","15,29,11","40.75361111111111","15.486388888888888"
"372","Nemoli","28","3","F866","40,4,5","15,48,9","40.06805555555556","15.8025"
"373","Noepoli","28","3","F917","40,5,17","16,19,49","40.088055555555556","16.330277777777777"
"374","Oppido Lucano","28","3","G081","40,45,58","15,59,41","40.76611111111111","15.99472222222222"
"375","Palazzo San Gervasio","28","3","G261","40,55,55","15,59,13","40.93194444444444","15.986944444444443"
"376","Paterno","28","3","M269","40,22,45","15,44,0","40.37916666666667","15.733333333333333"
"377","Pescopagano","28","3","G496","40,50,14","15,24,4","40.83722222222222","15.401111111111112"
"378","Picerno","28","3","G590","40,38,24","15,38,14","40.64","15.637222222222222"
"379","Pietragalla","28","3","G616","40,44,56","15,52,50","40.74888888888889","15.880555555555556"
"380","Pietrapertosa","28","3","G623","40,31,16","16,3,42","40.52111111111111","16.061666666666667"
"381","Pignola","28","3","G663","40,34,29","15,47,15","40.57472222222223","15.7875"
"382","Potenza","28","3","G942","40,38,20","15,48,12","40.638888888888886","15.803333333333335"
"383","Rapolla","28","3","H186","40,58,40","15,40,36","40.97777777777778","15.676666666666666"
"384","Rapone","28","3","H187","40,50,55","15,30,9","40.84861111111111","15.5025"
"385","Rionero In Vulture","28","3","H307","40,55,32","15,40,22","40.925555555555555","15.672777777777776"
"386","Ripacandida","28","3","H312","40,54,44","15,43,28","40.91222222222222","15.724444444444444"
"387","Rivello","28","3","F342","40,4,42","15,45,28","40.07833333333333","15.757777777777777"
"388","Roccanova","28","3","H426","40,12,49","16,12,19","40.21361111111111","16.205277777777777"
"389","Rotonda","28","3","H590","39,57,18","16,2,24","39.955000000000005","16.040000000000003"
"390","Ruoti","28","3","H641","40,43,9","15,40,46","40.719166666666666","15.679444444444444"
"391","Ruvo Del Monte","28","3","H646","40,50,57","15,32,25","40.84916666666667","15.540277777777778"
"392","San Chirico Nuovo","28","3","H795","40,40,42","16,4,56","40.67833333333333","16.08222222222222"
"393","San Chirico Raparo","28","3","H796","40,11,28","16,4,41","40.191111111111105","16.078055555555554"
"394","San Costantino Albanese","28","3","H808","40,2,14","16,18,22","40.03722222222222","16.30611111111111"
"395","San Fele","28","3","H831","40,49,19","15,32,25","40.82194444444445","15.540277777777778"
"396","San Paolo Albanese","28","3","B906","40,2,13","16,20,8","40.036944444444444","16.335555555555555"
"397","San Severino Lucano","28","3","I157","40,1,23","16,8,16","40.02305555555555","16.137777777777778"
"398","Sarconi","28","3","I426","40,14,55","15,53,30","40.24861111111111","15.891666666666666"
"399","Sasso Di Castalda","28","3","I457","40,29,26","15,40,40","40.49055555555556","15.677777777777777"
"400","Satriano Di Lucania","28","3","G614","40,32,44","15,38,15","40.54555555555555","15.6375"
"401","Savoia Di Lucania","28","3","H730","40,34,12","15,33,7","40.57","15.551944444444445"
"402","Senise","28","3","I610","40,8,43","16,17,24","40.14527777777778","16.290000000000003"
"403","Spinoso","28","3","B567","40,16,13","15,58,3","40.27027777777778","15.9675"
"404","Teana","28","3","L082","40,7,40","16,9,20","40.12777777777778","16.155555555555555"
"405","Terranova Di Pollino","28","3","L126","39,58,44","16,17,57","39.97888888888889","16.299166666666668"
"406","Tito","28","3","I130","40,35,0","15,40,28","40.583333333333336","15.674444444444443"
"407","Tolve","28","3","L197","40,41,52","16,1,16","40.69777777777777","16.02111111111111"
"408","Tramutola","28","3","L326","40,18,55","15,47,24","40.31527777777777","15.79"
"409","Trecchina","28","3","L357","40,1,37","15,46,43","40.026944444444446","15.778611111111111"
"410","Trivigno","28","3","L439","40,34,52","15,59,24","40.58111111111111","15.989999999999998"
"411","Vaglio Basilicata","28","3","L532","40,40,1","15,55,19","40.66694444444444","15.921944444444444"
"412","Venosa","28","3","L738","40,57,51","15,49,10","40.96416666666667","15.819444444444445"
"413","Vietri Di Potenza","28","3","L859","40,36,1","15,30,33","40.60027777777778","15.509166666666667"
"414","Viggianello","28","3","L873","39,58,27","16,5,10","39.97416666666667","16.08611111111111"
"415","Viggiano","28","3","L874","40,20,29","15,54,7","40.34138888888889","15.901944444444444"
"416","Acquaformosa","22","7","A033","39,43,25","16,5,25","39.72361111111111","16.090277777777775"
"417","Acquappesa","22","7","A041","39,29,46","15,57,20","39.49611111111111","15.955555555555556"
"418","Acri","22","7","A053","39,29,23","16,22,59","39.48972222222222","16.383055555555558"
"419","Aiello Calabro","22","7","A102","39,7,7","16,10,0","39.118611111111115","16.166666666666668"
"420","Aieta","22","7","A105","39,55,48","15,49,30","39.93","15.825"
"421","Albidona","22","7","A160","39,55,26","16,28,14","39.92388888888889","16.470555555555553"
"422","Alessandria Del Carretto","22","7","A183","39,57,36","16,22,51","39.96","16.380833333333335"
"423","Altilia","22","7","A234","39,7,52","16,15,11","39.13111111111111","16.253055555555555"
"424","Altomonte","22","7","A240","39,41,59","16,7,55","39.69972222222222","16.131944444444446"
"425","Amantea","22","7","A253","39,8,11","16,4,37","39.13638888888889","16.076944444444443"
"426","Amendolara","22","7","A263","39,57,11","16,34,51","39.95305555555556","16.580833333333334"
"427","Aprigliano","22","7","A340","39,14,28","16,20,27","39.24111111111111","16.340833333333332"
"428","Belmonte Calabro","22","7","A762","39,9,43","16,4,40","39.161944444444444","16.07777777777778"
"429","Belsito","22","7","A768","39,10,31","16,17,17","39.17527777777777","16.28805555555556"
"430","Belvedere Marittimo","22","7","A773","39,37,12","15,51,47","39.62","15.863055555555555"
"431","Bianchi","22","7","A842","39,6,13","16,24,37","39.103611111111114","16.410277777777775"
"432","Bisignano","22","7","A887","39,30,52","16,17,11","39.51444444444444","16.28638888888889"
"433","Bocchigliero","22","7","A912","39,25,8","16,45,0","39.41888888888889","16.75"
"434","Bonifati","22","7","A973","39,35,9","15,54,2","39.58583333333333","15.900555555555556"
"435","Buonvicino","22","7","B270","39,41,29","15,53,3","39.69138888888889","15.884166666666665"
"436","Calopezzati","22","7","B424","39,33,41","16,48,8","39.561388888888885","16.802222222222223"
"437","Caloveto","22","7","B426","39,30,26","16,45,41","39.507222222222225","16.761388888888888"
"438","Campana","22","7","B500","39,24,37","16,49,43","39.41027777777778","16.828611111111112"
"439","Canna","22","7","B607","40,5,42","16,30,17","40.095","16.504722222222224"
"440","Cariati","22","7","B774","39,29,51","16,56,47","39.4975","16.94638888888889"
"441","Carolei","22","7","B802","39,15,14","16,13,7","39.25388888888889","16.21861111111111"
"442","Carpanzano","22","7","B813","39,8,53","16,18,23","39.14805555555556","16.30638888888889"
"443","Casole Bruzio","22","7","B983","39,16,57","16,19,57","39.2825","16.3325"
"444","Cassano Allo Ionio","22","7","C002","39,47,12","16,18,58","39.78666666666666","16.316111111111113"
"445","Castiglione Cosentino","22","7","C301","39,21,9","16,17,6","39.3525","16.285"
"446","Castrolibero","22","7","C108","39,18,28","16,11,44","39.30777777777777","16.195555555555554"
"447","Castroregio","22","7","C348","39,59,33","16,28,41","39.9925","16.478055555555553"
"448","Castrovillari","22","7","C349","39,48,46","16,12,22","39.812777777777775","16.20611111111111"
"449","Celico","22","7","C430","39,18,47","16,20,25","39.31305555555555","16.340277777777775"
"450","Cellara","22","7","B580","39,13,9","16,19,49","39.219166666666666","16.330277777777777"
"451","Cerchiara Di Calabria","22","7","C489","39,51,36","16,22,58","39.86","16.38277777777778"
"452","Cerisano","22","7","C515","39,16,41","16,10,40","39.278055555555554","16.17777777777778"
"453","Cervicati","22","7","C554","39,32,36","16,7,45","39.54333333333333","16.129166666666666"
"454","Cerzeto","22","7","C560","39,30,37","16,7,2","39.51027777777778","16.11722222222222"
"455","Cetraro","22","7","C588","39,31,8","15,56,21","39.51888888888889","15.939166666666667"
"456","Civita","22","7","C069","39,49,42","16,18,51","39.82833333333333","16.31416666666667"
"457","Cleto","22","7","C795","39,5,26","16,9,29","39.09055555555556","16.158055555555553"
"458","Colosimi","22","7","C905","39,7,13","16,23,56","39.12027777777778","16.398888888888887"
"459","Corigliano Calabro","22","7","D005","39,35,47","16,31,8","39.59638888888889","16.51888888888889"
"460","Cosenza","22","7","D086","39,17,53","16,15,15","39.29805555555556","16.254166666666666"
"461","Cropalati","22","7","D180","39,31,2","16,43,34","39.51722222222222","16.72611111111111"
"462","Crosia","22","7","D184","39,34,1","16,46,24","39.566944444444445","16.773333333333333"
"463","Diamante","22","7","D289","39,40,45","15,49,13","39.67916666666667","15.820277777777777"
"464","Dipignano","22","7","D304","39,14,16","16,15,2","39.23777777777778","16.250555555555554"
"465","Domanico","22","7","D328","39,13,13","16,12,21","39.22027777777778","16.20583333333333"
"466","Fagnano Castello","22","7","D464","39,33,56","16,3,17","39.565555555555555","16.054722222222225"
"467","Falconara Albanese","22","7","D473","39,16,33","16,5,29","39.27583333333333","16.091388888888886"
"468","Figline Vegliaturo","22","7","D582","39,13,38","16,19,47","39.227222222222224","16.329722222222223"
"469","Firmo","22","7","D614","39,43,24","16,10,29","39.723333333333336","16.174722222222222"
"470","Fiumefreddo Bruzio","22","7","D624","39,14,14","16,4,2","39.23722222222222","16.06722222222222"
